EXPNUM,MU,PSP,INV,USFSspID,Month,Year,EXPF,TREENUM,DCLASS,DBH,KCODE
1,90,51,24,6,6,2010,5,4600,15,14.7,200
1,90,51,24,4,6,2010,5,12700,12,12.3,200
1,90,51,24,6,6,2010,5,12800,6,6.2,200
1,90,51,24,16,6,2010,5,13400,8,7.8,200
1,90,51,24,6,6,2010,5,13900,9,9.1,200
1,90,51,24,6,6,2010,5,14800,11,10.6,200
1,90,51,24,6,6,2010,5,22100,7,6.5,200
1,90,51,24,6,6,2010,5,23200,18,18.2,200
1,90,51,24,6,6,2010,5,23700,17,17.4,200
1,90,51,24,4,6,2010,5,24600,14,14,200
1,90,51,24,4,6,2010,50,31200,1,1,100
1,90,51,24,4,6,2010,50,31300,1,0.7,B00
1,90,51,24,1,6,2010,50,31400,2,2.1,100
1,90,51,24,4,6,2010,50,31500,1,1.3,100
1,90,51,24,1,6,2010,20,31700,3,2.9,900
1,90,51,24,1,6,2010,5,32100,5,5.4,200
1,90,51,24,6,6,2010,5,32200,13,13,200
1,90,51,24,6,6,2010,5,32300,6,5.6,200
1,90,51,24,6,6,2010,20,32500,3,3,100
1,90,51,24,4,6,2010,5,33400,8,8.3,BS1
1,90,51,24,6,6,2010,5,34400,6,6,200
1,90,51,24,6,6,2010,5,44400,19,18.5,200
1,90,51,24,4,6,2010,5,44500,9,8.6,200
1,90,51,24,6,6,2010,5,44600,5,4.8,200
1,90,51,24,4,6,2010,5,53300,15,14.7,200
1,90,51,24,6,6,2010,5,54200,17,16.9,200
1,90,51,24,6,6,2010,5,54300,13,12.7,200
1,90,51,24,1,6,2010,50,61100,1,0.7,700
1,90,51,24,6,6,2010,5,63000,12,12.2,200
1,90,51,24,6,6,2010,5,63100,8,7.8,200
1,90,51,24,4,6,2010,5,63900,11,10.7,200
1,90,51,24,6,6,2010,5,65100,13,13,200
1,90,51,24,6,6,2010,5,65200,11,11.3,200
1,90,51,24,6,6,2010,5,72900,18,17.7,200
1,90,51,24,6,6,2010,5,74200,14,14,200
1,90,51,24,15,6,2010,50,80100,1,0.9,100
1,90,51,24,15,6,2010,50,80200,1,0.9,100
1,90,51,24,15,6,2010,50,80300,1,1.1,100
1,90,51,24,15,6,2010,50,81100,2,2.1,100
1,90,51,24,15,6,2010,20,81200,3,3.2,900
1,90,51,24,15,6,2010,50,81300,1,0.7,B00
1,90,51,24,15,6,2010,20,81700,3,2.7,900
1,90,51,24,15,6,2010,20,81900,3,2.7,900
1,90,51,24,4,6,2010,5,82700,12,11.5,200
1,90,51,24,4,6,2010,5,83300,10,10,BD1
1,90,51,24,4,6,2010,5,83900,5,4.7,400
1,90,51,24,6,6,2010,5,84000,13,12.5,200
1,90,51,24,6,6,2010,5,84100,13,12.6,200
1,90,51,24,15,6,2010,5,84200,7,6.6,200
1,90,51,24,15,6,2010,5,84300,5,4.5,400
1,90,51,24,15,6,2010,5,84700,9,9.2,200
1,90,51,24,15,6,2010,20,90900,3,2.8,900
1,90,51,24,6,6,2010,5,93100,5,5.2,200
1,90,51,24,6,6,2010,5,93800,16,16.2,200
1,90,51,24,6,6,2010,5,93900,5,5.1,200
1,90,51,24,6,6,2010,5,94000,6,6.1,200
1,90,51,24,6,6,2010,5,94900,13,13.2,200
1,90,52,24,6,6,2010,5,3700,5,4.7,400
1,90,52,24,6,6,2010,5,3800,18,17.6,200
1,90,52,24,6,6,2010,50,10600,1,0.6,700
1,90,52,24,6,6,2010,50,10700,1,0.5,700
1,90,52,24,6,6,2010,50,10800,1,0.9,700
1,90,52,24,6,6,2010,50,10900,1,0.5,700
1,90,52,24,1,6,2010,50,11000,1,0.8,700
1,90,52,24,6,6,2010,50,11400,1,0.6,700
1,90,52,24,6,6,2010,50,11500,1,1.1,700
1,90,52,24,6,6,2010,50,11600,1,0.9,700
1,90,52,24,6,6,2010,5,13600,6,6.3,200
1,90,52,24,6,6,2010,5,13700,9,8.5,200
1,90,52,24,4,6,2010,5,14500,16,15.6,200
1,90,52,24,6,6,2010,50,20800,1,0.7,700
1,90,52,24,6,6,2010,50,20900,1,0.9,700
1,90,52,24,4,6,2010,5,21800,13,13.2,200
1,90,52,24,4,6,2010,5,22600,13,12.6,200
1,90,52,24,6,6,2010,5,22700,8,8.2,200
1,90,52,24,6,6,2010,5,24100,14,14.2,200
1,90,52,24,6,6,2010,5,24200,15,14.6,200
1,90,52,24,4,6,2010,5,32500,13,13.3,BS1
1,90,52,24,4,6,2010,5,33300,11,10.6,200
1,90,52,24,6,6,2010,5,40400,15,14.9,200
1,90,52,24,6,6,2010,50,41300,1,0.6,700
1,90,52,24,1,6,2010,50,41400,2,1.7,100
1,90,52,24,6,6,2010,5,43000,12,11.7,200
1,90,52,24,6,6,2010,50,51000,1,0.8,700
1,90,52,24,6,6,2010,5,52800,7,7.3,200
1,90,52,24,4,6,2010,5,52900,14,13.7,200
1,90,52,24,6,6,2010,5,54100,18,17.8,200
1,90,52,24,4,6,2010,5,55100,11,11.2,200
1,90,52,24,4,6,2010,5,62600,11,10.5,200
1,90,52,24,6,6,2010,5,64200,12,12,200
1,90,52,24,15,6,2010,5,64700,7,6.5,200
1,90,52,24,4,6,2010,5,64800,17,17.3,200
1,90,52,24,6,6,2010,5,73100,10,10.1,200
1,90,52,24,4,6,2010,5,73800,12,11.5,200
1,90,52,24,6,6,2010,5,74200,6,5.8,200
1,90,52,24,1,6,2010,5,74900,5,4.7,400
1,90,52,24,1,6,2010,50,81500,1,1.3,700
1,90,52,24,4,6,2010,5,81800,13,12.7,200
1,90,52,24,6,6,2010,5,83300,15,15.4,200
1,90,52,24,4,6,2010,5,84800,9,8.9,200
1,90,52,24,6,6,2010,5,90300,15,14.9,200
1,90,52,24,10,6,2010,50,90500,1,0.6,700
1,90,52,24,6,6,2010,50,90900,1,0.6,700
1,90,52,24,1,6,2010,50,91500,1,1.1,100
1,90,52,24,4,6,2010,5,92400,16,16,200
1,90,52,24,6,6,2010,5,93100,5,4.7,400
1,90,52,24,16,6,2010,5,93200,11,10.7,200
1,90,52,24,6,6,2010,5,94400,16,15.7,200
1,90,52,24,6,6,2010,5,94700,11,10.9,200
1,90,11,25,4,5,2011,50,900,1,0.9,100
1,90,11,25,4,5,2011,50,1600,1,1.1,800
1,90,11,25,4,5,2011,50,1700,1,0.6,800
1,90,11,25,6,5,2011,5,4600,14,13.9,8P1
1,90,11,25,6,5,2011,5,4800,9,9.3,200
1,90,11,25,4,5,2011,5,5100,16,16.1,200
1,90,11,25,4,5,2011,50,10600,1,0.8,800
1,90,11,25,6,5,2011,50,11200,1,0.9,800
1,90,11,25,6,5,2011,5,11600,7,7.1,200
1,90,11,25,6,5,2011,5,11700,18,17.6,8P1
1,90,11,25,6,5,2011,20,11800,3,2.7,100
1,90,11,25,4,5,2011,5,14900,9,8.8,200
1,90,11,25,6,5,2011,5,20800,13,13.1,8P1
1,90,11,25,6,5,2011,50,21100,1,1.2,100
1,90,11,25,4,5,2011,50,21200,1,0.8,800
1,90,11,25,6,5,2011,20,21700,3,3.1,100
1,90,11,25,6,5,2011,20,22000,3,2.7,100
1,90,11,25,6,5,2011,50,30600,1,1.2,100
1,90,11,25,1,5,2011,50,31100,2,2.2,100
1,90,11,25,1,5,2011,50,31200,1,0.8,100
1,90,11,25,6,5,2011,50,31300,1,0.8,100
1,90,11,25,6,5,2011,50,31400,2,2.1,100
1,90,11,25,4,5,2011,5,31500,15,14.9,200
1,90,11,25,6,5,2011,50,31600,2,2.2,100
1,90,11,25,6,5,2011,20,31700,3,2.9,100
1,90,11,25,1,5,2011,20,32400,3,2.7,100
1,90,11,25,4,5,2011,5,33200,14,14,DP1
1,90,11,25,4,5,2011,5,34600,9,8.7,DD2
1,90,11,25,6,5,2011,50,40200,2,1.8,100
1,90,11,25,6,5,2011,50,40300,2,1.5,100
1,90,11,25,6,5,2011,50,40900,1,1.3,100
1,90,11,25,6,5,2011,50,41100,1,0.5,100
1,90,11,25,6,5,2011,50,41200,2,1.5,100
1,90,11,25,6,5,2011,20,41300,3,3.1,100
1,90,11,25,6,5,2011,50,41400,1,0.9,100
1,90,11,25,6,5,2011,50,41500,1,0.5,100
1,90,11,25,6,5,2011,50,41600,1,0.8,100
1,90,11,25,6,5,2011,50,41700,1,0.5,100
1,90,11,25,6,5,2011,50,41800,1,0.9,100
1,90,11,25,6,5,2011,50,41900,1,0.7,100
1,90,11,25,6,5,2011,50,42000,1,0.9,100
1,90,11,25,4,5,2011,5,43200,14,13.6,200
1,90,11,25,6,5,2011,5,43600,15,15,8P1
1,90,11,25,6,5,2011,50,50400,1,1.4,100
1,90,11,25,6,5,2011,50,50500,1,0.6,100
1,90,11,25,1,5,2011,20,51200,3,2.6,100
1,90,11,25,1,5,2011,50,51300,1,0.5,100
1,90,11,25,4,5,2011,5,51700,17,16.9,200
1,90,11,25,1,5,2011,5,51800,6,6.2,200
1,90,11,25,1,5,2011,20,51900,3,2.9,100
1,90,11,25,6,5,2011,5,55000,7,6.8,200
1,90,11,25,1,5,2011,5,55100,7,6.5,200
1,90,11,25,1,5,2011,5,55200,6,6.3,200
1,90,11,25,10,5,2011,20,60900,3,3.2,100
1,90,11,25,6,5,2011,50,61000,2,1.5,100
1,90,11,25,1,5,2011,50,61400,2,1.8,100
1,90,11,25,1,5,2011,50,61500,2,1.9,100
1,90,11,25,1,5,2011,20,61700,3,2.5,100
1,90,11,25,6,5,2011,20,61800,3,3.1,100
1,90,11,25,6,5,2011,5,63900,10,9.9,8P1
1,90,11,25,4,5,2011,5,64000,16,16,200
1,90,11,25,6,5,2011,5,64500,6,5.5,200
1,90,11,25,6,5,2011,5,64900,8,8.4,200
1,90,11,25,10,5,2011,20,70600,3,3.4,100
1,90,11,25,1,5,2011,50,71000,2,1.6,100
1,90,11,25,6,5,2011,50,71100,1,0.8,100
1,90,11,25,1,5,2011,20,71200,3,2.5,100
1,90,11,25,6,5,2011,50,71300,1,0.6,100
1,90,11,25,1,5,2011,20,71400,4,4.3,100
1,90,11,25,1,5,2011,20,71600,3,2.8,100
1,90,11,25,1,5,2011,20,71800,3,2.6,100
1,90,11,25,6,5,2011,20,72400,4,3.9,100
1,90,11,25,6,5,2011,5,73400,11,11.2,8P1
1,90,11,25,4,5,2011,5,74200,15,14.9,200
1,90,11,25,4,5,2011,5,74500,13,13.4,200
1,90,11,25,4,5,2011,50,80400,1,0.9,100
1,90,11,25,4,5,2011,50,81100,2,1.6,100
1,90,11,25,6,5,2011,50,81400,2,2,100
1,90,11,25,6,5,2011,20,81500,4,3.8,100
1,90,11,25,1,5,2011,5,83800,6,6.2,200
1,90,11,25,4,5,2011,5,85200,11,10.6,200
1,90,11,25,1,5,2011,20,91100,4,4.3,100
1,90,11,25,6,5,2011,50,91200,2,1.5,100
1,90,11,25,6,5,2011,50,91300,1,0.5,800
1,90,11,25,6,5,2011,50,91400,1,0.5,800
1,90,11,25,6,5,2011,50,91600,1,1.4,100
1,90,11,25,1,5,2011,5,92900,7,7.3,200
1,90,11,25,1,5,2011,5,94600,5,4.9,200
1,90,11,25,4,5,2011,5,95000,10,10.1,200
1,90,11,25,4,5,2011,5,95100,14,14.1,200
1,90,12,25,6,5,2011,20,200,3,2.6,100
1,90,12,25,10,5,2011,50,300,1,0.6,100
1,90,12,25,10,5,2011,50,500,1,0.6,100
1,90,12,25,6,5,2011,50,600,1,1.2,100
1,90,12,25,6,5,2011,50,700,1,1,100
1,90,12,25,6,5,2011,50,1000,1,0.8,100
1,90,12,25,1,5,2011,50,1200,1,1.3,100
1,90,12,25,10,5,2011,50,1300,2,1.9,100
1,90,12,25,6,5,2011,20,1400,3,3.1,100
1,90,12,25,6,5,2011,20,1500,4,4.4,100
1,90,12,25,6,5,2011,50,1600,1,0.5,100
1,90,12,25,6,5,2011,20,2000,3,3,100
1,90,12,25,16,5,2011,5,3900,8,8,200
1,90,12,25,6,5,2011,5,4300,9,8.9,200
1,90,12,25,6,5,2011,5,4500,11,11.4,200
1,90,12,25,6,5,2011,5,4700,10,10,200
1,90,12,25,6,5,2011,5,5100,15,15,8P1
1,90,12,25,6,5,2011,50,10100,1,1.3,100
1,90,12,25,6,5,2011,50,10600,1,0.8,100
1,90,12,25,1,5,2011,50,10700,1,0.8,100
1,90,12,25,6,5,2011,50,11000,1,0.5,100
1,90,12,25,6,5,2011,50,11200,1,1.2,100
1,90,12,25,6,5,2011,20,11300,4,3.8,100
1,90,12,25,1,5,2011,50,11400,2,1.5,100
1,90,12,25,6,5,2011,50,11500,1,1.3,100
1,90,12,25,6,5,2011,20,11600,3,3.1,100
1,90,12,25,1,5,2011,20,12000,3,2.6,100
1,90,12,25,1,5,2011,20,12100,3,2.9,100
1,90,12,25,1,5,2011,50,20500,2,1.9,100
1,90,12,25,10,5,2011,50,20600,2,1.5,100
1,90,12,25,6,5,2011,50,20700,2,1.9,100
1,90,12,25,6,5,2011,50,20800,1,0.8,100
1,90,12,25,6,5,2011,20,21000,3,2.7,100
1,90,12,25,1,5,2011,50,21100,1,1.3,100
1,90,12,25,4,5,2011,50,21200,2,1.5,100
1,90,12,25,6,5,2011,50,21500,2,1.6,100
1,90,12,25,1,5,2011,20,21700,3,3,100
1,90,12,25,4,5,2011,50,21800,1,0.8,100
1,90,12,25,6,5,2011,50,22000,1,0.8,100
1,90,12,25,1,5,2011,50,22100,2,1.5,100
1,90,12,25,10,5,2011,20,22200,3,2.5,100
1,90,12,25,10,5,2011,5,22300,5,5.1,200
1,90,12,25,6,5,2011,50,22400,1,0.6,100
1,90,12,25,6,5,2011,50,22500,1,0.9,100
1,90,12,25,10,5,2011,20,22700,3,3.1,100
1,90,12,25,6,5,2011,5,23700,5,5,200
1,90,12,25,4,5,2011,5,24000,14,13.6,200
1,90,12,25,4,5,2011,5,24600,14,14.1,200
1,90,12,25,4,5,2011,5,25000,12,11.7,200
1,90,12,25,1,5,2011,50,30200,1,1.3,100
1,90,12,25,4,5,2011,50,30300,1,1.1,100
1,90,12,25,6,5,2011,50,30400,1,0.6,100
1,90,12,25,6,5,2011,50,30600,2,1.7,100
1,90,12,25,6,5,2011,50,30700,1,0.8,100
1,90,12,25,6,5,2011,50,30900,1,0.7,100
1,90,12,25,1,5,2011,50,31000,1,0.7,S00
1,90,12,25,1,5,2011,50,31100,1,1.2,100
1,90,12,25,4,5,2011,50,31200,2,1.7,100
1,90,12,25,4,5,2011,50,31300,1,1.2,100
1,90,12,25,4,5,2011,50,31500,1,0.9,100
1,90,12,25,6,5,2011,5,34700,17,16.5,200
1,90,12,25,6,5,2011,5,34800,14,14.4,200
1,90,12,25,10,5,2011,50,40400,2,1.5,100
1,90,12,25,6,5,2011,50,40500,1,0.5,100
1,90,12,25,4,5,2011,50,40800,1,1.1,100
1,90,12,25,6,5,2011,50,40900,1,0.5,100
1,90,12,25,4,5,2011,50,41000,1,0.6,100
1,90,12,25,10,5,2011,50,41100,1,0.5,100
1,90,12,25,6,5,2011,50,41200,1,0.6,100
1,90,12,25,6,5,2011,50,41300,1,0.8,100
1,90,12,25,1,5,2011,50,41400,1,0.9,100
1,90,12,25,6,5,2011,50,41500,2,1.9,100
1,90,12,25,6,5,2011,5,41600,7,7.3,200
1,90,12,25,4,5,2011,50,41700,1,0.8,100
1,90,12,25,4,5,2011,50,41800,1,0.8,100
1,90,12,25,4,5,2011,50,41900,1,0.6,100
1,90,12,25,4,5,2011,5,43500,10,10.1,200
1,90,12,25,6,5,2011,5,50500,14,14.3,8P1
1,90,12,25,6,5,2011,5,50600,10,10.3,200
1,90,12,25,10,5,2011,50,50800,1,0.9,100
1,90,12,25,10,5,2011,50,50900,1,1.2,100
1,90,12,25,1,5,2011,50,51000,1,1,100
1,90,12,25,10,5,2011,50,51100,1,1,100
1,90,12,25,4,5,2011,50,51200,1,0.8,800
1,90,12,25,4,5,2011,50,51300,1,0.9,100
1,90,12,25,4,5,2011,50,51500,1,1.2,100
1,90,12,25,10,5,2011,50,51600,1,0.6,100
1,90,12,25,4,5,2011,50,51700,1,0.7,100
1,90,12,25,10,5,2011,50,51800,1,0.5,800
1,90,12,25,6,5,2011,5,52800,13,12.7,8P1
1,90,12,25,6,5,2011,5,53100,8,7.7,200
1,90,12,25,6,5,2011,5,53800,12,11.9,8P1
1,90,12,25,6,5,2011,5,54200,8,8,200
1,90,12,25,6,5,2011,5,54600,17,17,200
1,90,12,25,1,5,2011,50,60500,1,0.9,100
1,90,12,25,4,5,2011,50,60600,1,0.8,800
1,90,12,25,10,5,2011,50,60900,2,1.6,100
1,90,12,25,4,5,2011,50,61200,1,0.8,800
1,90,12,25,4,5,2011,50,61300,1,1.3,100
1,90,12,25,4,5,2011,50,61400,1,1.1,100
1,90,12,25,4,5,2011,50,61600,1,1.2,800
1,90,12,25,4,5,2011,50,70100,1,0.7,800
1,90,12,25,6,5,2011,50,70600,1,0.6,100
1,90,12,25,4,5,2011,50,70700,1,0.6,800
1,90,12,25,6,5,2011,50,70800,1,0.7,100
1,90,12,25,6,5,2011,50,71000,1,0.6,100
1,90,12,25,6,5,2011,50,71100,1,0.7,800
1,90,12,25,10,5,2011,50,71200,2,1.7,800
1,90,12,25,10,5,2011,50,71300,1,0.8,800
1,90,12,25,1,5,2011,50,71600,1,1.4,800
1,90,12,25,6,5,2011,5,73500,13,13.1,8P1
1,90,12,25,6,5,2011,5,74900,12,12.1,200
1,90,12,25,6,5,2011,50,80400,1,0.8,100
1,90,12,25,1,5,2011,50,80500,1,0.6,100
1,90,12,25,6,5,2011,5,80800,11,10.9,200
1,90,12,25,4,5,2011,50,81000,1,1.4,100
1,90,12,25,1,5,2011,50,81200,1,0.8,100
1,90,12,25,4,5,2011,50,81300,1,0.7,100
1,90,12,25,4,5,2011,50,81400,1,0.6,100
1,90,12,25,4,5,2011,50,81500,1,0.7,100
1,90,12,25,1,5,2011,50,81600,1,0.6,800
1,90,12,25,4,5,2011,50,81700,1,0.6,100
1,90,12,25,4,5,2011,50,81800,1,0.5,800
1,90,12,25,6,5,2011,5,82500,15,15,200
1,90,12,25,6,5,2011,5,82900,7,7.2,200
1,90,12,25,4,5,2011,5,85200,18,17.6,200
1,90,12,25,6,5,2011,50,90300,1,0.6,100
1,90,12,25,6,5,2011,50,90400,1,0.7,100
1,90,12,25,6,5,2011,50,90500,1,0.5,100
1,90,12,25,6,5,2011,50,90600,1,0.8,100
1,90,12,25,4,5,2011,50,90700,1,1,100
1,90,12,25,6,5,2011,50,90800,1,0.8,100
1,90,12,25,4,5,2011,50,90900,1,1.4,100
1,90,12,25,1,5,2011,50,91000,2,1.9,100
1,90,12,25,1,5,2011,50,91600,1,0.8,100
1,90,12,25,6,5,2011,50,91700,1,0.8,100
1,90,12,25,1,5,2011,20,91800,3,2.6,100
1,90,12,25,6,5,2011,20,92400,3,3.1,100
1,90,12,25,6,5,2011,5,94000,8,7.6,200
1,90,12,25,6,5,2011,5,94700,11,10.7,200
1,90,12,25,6,5,2011,5,95200,13,12.5,200
1,90,21,25,1,5,2011,50,800,2,1.9,100
1,90,21,25,6,5,2011,20,1000,3,2.9,100
1,90,21,25,1,5,2011,50,1100,2,1.9,100
1,90,21,25,15,5,2011,5,3500,11,11.4,200
1,90,21,25,6,5,2011,5,3700,10,10.4,200
1,90,21,25,4,5,2011,5,4000,8,8.3,200
1,90,21,25,4,5,2011,50,10200,2,1.7,100
1,90,21,25,1,5,2011,20,10700,3,3.3,100
1,90,21,25,4,5,2011,50,10800,1,0.5,100
1,90,21,25,6,5,2011,50,10900,1,0.6,100
1,90,21,25,1,5,2011,50,11100,2,2.2,100
1,90,21,25,6,5,2011,50,11300,2,2.4,100
1,90,21,25,1,5,2011,50,11400,1,1.1,100
1,90,21,25,15,5,2011,50,11500,1,1.2,100
1,90,21,25,15,5,2011,50,11600,1,1.1,100
1,90,21,25,15,5,2011,50,11700,2,2.3,100
1,90,21,25,1,5,2011,20,11800,4,4,100
1,90,21,25,15,5,2011,5,12900,9,9.2,200
1,90,21,25,6,5,2011,5,13900,12,11.5,200
1,90,21,25,4,5,2011,5,14700,16,16.2,200
1,90,21,25,1,5,2011,50,20200,1,0.9,100
1,90,21,25,1,5,2011,50,21000,2,2.1,100
1,90,21,25,1,5,2011,50,21100,1,1,100
1,90,21,25,1,5,2011,50,21200,2,2,100
1,90,21,25,1,5,2011,20,21300,3,2.6,100
1,90,21,25,6,5,2011,50,21400,1,0.7,100
1,90,21,25,6,5,2011,5,22100,8,7.7,200
1,90,21,25,6,5,2011,5,24200,13,13.3,200
1,90,21,25,4,5,2011,20,30200,3,2.6,100
1,90,21,25,1,5,2011,50,30300,2,1.5,100
1,90,21,25,1,5,2011,20,31000,4,3.6,100
1,90,21,25,1,5,2011,50,31100,1,0.7,100
1,90,21,25,1,5,2011,50,31200,1,1.1,100
1,90,21,25,6,5,2011,20,31300,3,2.9,100
1,90,21,25,1,5,2011,50,31400,1,1.4,100
1,90,21,25,1,5,2011,50,31500,1,1.1,100
1,90,21,25,1,5,2011,50,31600,2,1.6,100
1,90,21,25,1,5,2011,50,31700,2,2.1,100
1,90,21,25,6,5,2011,20,31900,3,3.3,100
1,90,21,25,1,5,2011,20,32000,3,3.1,100
1,90,21,25,6,5,2011,20,32100,3,2.7,100
1,90,21,25,1,5,2011,20,33000,3,3.1,100
1,90,21,25,6,5,2011,5,33200,12,11.8,200
1,90,21,25,4,5,2011,5,33500,20,20.2,200
1,90,21,25,1,5,2011,5,34400,5,5,200
1,90,21,25,6,5,2011,5,35000,16,15.5,200
1,90,21,25,6,5,2011,50,40300,2,1.9,100
1,90,21,25,1,5,2011,50,40400,1,1.1,100
1,90,21,25,6,5,2011,50,40600,1,0.8,100
1,90,21,25,4,5,2011,20,40700,3,2.9,100
1,90,21,25,6,5,2011,50,40800,1,0.7,100
1,90,21,25,4,5,2011,50,40900,2,1.9,100
1,90,21,25,1,5,2011,50,41000,2,2.1,100
1,90,21,25,1,5,2011,20,41700,3,2.6,100
1,90,21,25,10,5,2011,20,41800,3,3,100
1,90,21,25,6,5,2011,5,44200,10,10.1,200
1,90,21,25,1,5,2011,50,50900,2,1.5,100
1,90,21,25,1,5,2011,20,51000,3,3.4,100
1,90,21,25,1,5,2011,50,51100,1,1.3,100
1,90,21,25,1,5,2011,20,51300,3,3.4,100
1,90,21,25,1,5,2011,5,52300,5,4.7,200
1,90,21,25,4,5,2011,5,52800,5,4.6,200
1,90,21,25,6,5,2011,5,53600,17,17.2,8P1
1,90,21,25,1,5,2011,5,54700,5,5.3,200
1,90,21,25,6,5,2011,20,62500,3,2.6,100
1,90,21,25,6,5,2011,20,62800,3,2.8,100
1,90,21,25,1,5,2011,5,63600,5,4.8,200
1,90,21,25,4,5,2011,5,63700,10,10.4,200
1,90,21,25,1,5,2011,5,63800,8,8.4,200
1,90,21,25,6,5,2011,5,71400,7,6.7,200
1,90,21,25,32,5,2011,20,71600,3,3.1,100
1,90,21,25,6,5,2011,5,73900,5,4.9,200
1,90,21,25,1,5,2011,5,74000,7,7.1,200
1,90,21,25,7,5,2011,5,74400,7,6.7,300
1,90,21,25,6,5,2011,5,74500,5,5.2,200
1,90,21,25,6,5,2011,50,81200,1,0.7,100
1,90,21,25,6,5,2011,5,81300,12,12,200
1,90,21,25,6,5,2011,50,81400,2,1.5,100
1,90,21,25,6,5,2011,50,81500,1,1,100
1,90,21,25,6,5,2011,5,82400,12,11.9,200
1,90,21,25,6,5,2011,5,82800,10,10,200
1,90,21,25,6,5,2011,5,84200,6,6.3,200
1,90,21,25,4,5,2011,5,84500,20,19.5,200
1,90,21,25,1,5,2011,5,85000,6,6,200
1,90,21,25,15,5,2011,5,85100,9,8.8,200
1,90,21,25,6,5,2011,50,91200,1,0.7,100
1,90,21,25,6,5,2011,50,91500,2,2.2,100
1,90,21,25,6,5,2011,50,91600,2,1.5,100
1,90,21,25,6,5,2011,50,91700,1,0.8,100
1,90,21,25,6,5,2011,50,91800,2,1.7,100
1,90,21,25,6,5,2011,20,91900,3,2.9,100
1,90,31,25,15,5,2011,50,1000,1,1.3,100
1,90,31,25,1,5,2011,20,1600,3,2.7,100
1,90,31,25,7,5,2011,5,1800,8,7.7,200
1,90,31,25,16,5,2011,5,1900,5,5,200
1,90,31,25,15,5,2011,5,3900,9,8.7,200
1,90,31,25,6,5,2011,5,4500,16,15.9,200
1,90,31,25,1,5,2011,5,5100,7,6.7,200
1,90,31,25,6,5,2011,50,11300,2,2,100
1,90,31,25,1,5,2011,50,11400,1,1.4,100
1,90,31,25,1,5,2011,50,11500,1,1,100
1,90,31,25,1,5,2011,20,11600,3,2.9,100
1,90,31,25,1,5,2011,20,11700,3,3.4,100
1,90,31,25,1,5,2011,50,11800,1,1,100
1,90,31,25,1,5,2011,20,11900,3,3.3,100
1,90,31,25,7,5,2011,5,12100,7,7,200
1,90,31,25,1,5,2011,50,12200,1,0.9,100
1,90,31,25,1,5,2011,20,12500,3,2.5,100
1,90,31,25,1,5,2011,50,20600,1,1.2,100
1,90,31,25,1,5,2011,50,20800,2,2.3,100
1,90,31,25,1,5,2011,20,20900,4,3.5,100
1,90,31,25,1,5,2011,20,21000,3,3.1,100
1,90,31,25,6,5,2011,50,21500,1,1.2,100
1,90,31,25,1,5,2011,20,22400,3,3.4,100
1,90,31,25,1,5,2011,20,22500,3,2.7,100
1,90,31,25,6,5,2011,5,22700,14,14,200
1,90,31,25,7,5,2011,5,23100,8,7.7,200
1,90,31,25,7,5,2011,5,23200,8,7.8,200
1,90,31,25,4,5,2011,5,24600,11,11.4,200
1,90,31,25,1,5,2011,20,30400,4,3.7,100
1,90,31,25,1,5,2011,20,30500,4,3.7,100
1,90,31,25,1,5,2011,50,30700,1,1.1,100
1,90,31,25,1,5,2011,50,30800,1,0.7,100
1,90,31,25,1,5,2011,50,30900,1,0.7,B00
1,90,31,25,4,5,2011,50,31000,1,1.2,100
1,90,31,25,1,5,2011,50,31100,1,0.8,100
1,90,31,25,1,5,2011,20,31200,3,2.7,100
1,90,31,25,1,5,2011,50,31300,1,0.8,100
1,90,31,25,1,5,2011,50,31500,2,1.8,100
1,90,31,25,1,5,2011,50,31600,1,0.6,X00
1,90,31,25,1,5,2011,50,31700,2,1.5,100
1,90,31,25,1,5,2011,50,31800,1,1.1,B00
1,90,31,25,1,5,2011,50,31900,2,2.3,100
1,90,31,25,1,5,2011,20,32000,3,2.8,100
1,90,31,25,4,5,2011,5,33600,10,10.3,200
1,90,31,25,4,5,2011,5,34500,10,9.5,200
1,90,31,25,1,5,2011,5,34600,5,4.9,200
1,90,31,25,4,5,2011,5,35100,9,9.4,200
1,90,31,25,1,5,2011,20,40700,4,3.6,100
1,90,31,25,1,5,2011,50,40800,1,1.2,100
1,90,31,25,1,5,2011,50,40900,2,1.5,100
1,90,31,25,1,5,2011,50,41000,2,2,100
1,90,31,25,1,5,2011,50,41100,1,1.4,100
1,90,31,25,1,5,2011,20,41200,3,3.3,100
1,90,31,25,1,5,2011,50,41300,2,1.5,100
1,90,31,25,1,5,2011,5,41400,5,4.5,400
1,90,31,25,1,5,2011,50,41500,1,1,100
1,90,31,25,1,5,2011,50,41700,1,1.3,100
1,90,31,25,1,5,2011,50,41800,1,1.3,100
1,90,31,25,1,5,2011,50,41900,1,1.2,S00
1,90,31,25,1,5,2011,20,42000,3,2.5,100
1,90,31,25,10,5,2011,5,42200,6,6.4,200
1,90,31,25,1,5,2011,20,42400,3,3.1,100
1,90,31,25,1,5,2011,50,42500,1,1.3,100
1,90,31,25,1,5,2011,50,42600,1,1.3,100
1,90,31,25,4,5,2011,20,42700,3,3,100
1,90,31,25,4,5,2011,20,42800,3,3,100
1,90,31,25,1,5,2011,5,43000,5,5.2,400
1,90,31,25,1,5,2011,20,50800,4,3.8,100
1,90,31,25,1,5,2011,20,50900,4,3.5,100
