EXPNUM,MU,PSP,INV,USFSspID,Month,Year,EXPF,TREENUM,DCLASS,DBH,KCODE
1,91,41,17,32,5,2011,20,82400,3,2.6,100
1,91,41,17,6,5,2011,20,82500,4,3.7,100
1,91,41,17,32,5,2011,5,82800,6,6.4,300
1,91,41,17,6,5,2011,5,84000,6,5.7,200
1,91,41,17,4,5,2011,5,84100,7,6.8,200
1,91,41,17,4,5,2011,5,84200,11,10.9,200
1,91,41,17,6,5,2011,5,84600,10,9.9,8P1
1,91,41,17,6,5,2011,50,90700,1,0.7,100
1,91,41,17,6,5,2011,50,90800,1,1.3,100
1,91,41,17,15,5,2011,50,91500,2,2.2,100
1,91,41,17,15,5,2011,50,91600,2,1.8,100
1,91,41,17,15,5,2011,50,91700,1,0.9,100
1,91,41,17,15,5,2011,50,91800,1,1,800
1,91,41,17,6,5,2011,20,91900,4,4,100
1,91,41,17,6,5,2011,5,92000,6,5.8,200
1,91,41,17,1,5,2011,20,92100,3,2.5,100
1,91,41,17,4,5,2011,5,93600,14,14,200
1,91,42,17,4,5,2011,5,1500,6,6.2,200
1,91,42,17,4,5,2011,5,2100,10,9.8,200
1,91,42,17,32,5,2011,5,4600,11,11.1,8P1
1,91,42,17,4,5,2011,5,4900,5,5.4,200
1,91,42,17,6,5,2011,50,11000,1,1,100
1,91,42,17,6,5,2011,5,12100,14,13.6,8P1
1,91,42,17,6,5,2011,5,13500,16,15.5,8P1
1,91,42,17,6,5,2011,5,13600,6,6.2,8P1
1,91,42,17,6,5,2011,5,14000,8,8.3,200
1,91,42,17,6,5,2011,5,14300,5,4.9,8P1
1,91,42,17,6,5,2011,5,14900,8,7.6,200
1,91,42,17,6,5,2011,5,15200,9,9.2,200
1,91,42,17,6,5,2011,5,22700,10,10.1,200
1,91,42,17,6,5,2011,5,22800,9,8.9,8P1
1,91,42,17,6,5,2011,5,23000,7,7.4,8P1
1,91,42,17,6,5,2011,5,23200,12,12.2,200
1,91,42,17,6,5,2011,5,24100,13,13.4,200
1,91,42,17,6,5,2011,5,30200,16,16,200
1,91,42,17,6,5,2011,50,31400,1,0.6,100
1,91,42,17,6,5,2011,50,31500,1,0.5,800
1,91,42,17,6,5,2011,50,31600,1,0.5,800
1,91,42,17,4,5,2011,5,33700,10,10.1,200
1,91,42,17,16,5,2011,5,33800,12,12.1,200
1,91,42,17,6,5,2011,5,33900,8,7.7,8P1
1,91,42,17,6,5,2011,5,34000,15,15,200
1,91,42,17,6,5,2011,5,40900,15,15.4,8P1
1,91,42,17,6,5,2011,5,41000,6,6.2,8P1
1,91,42,17,15,5,2011,5,44600,8,7.5,200
1,91,42,17,15,5,2011,5,44700,9,9.4,200
1,91,42,17,6,5,2011,50,51400,1,0.6,100
1,91,42,17,4,5,2011,5,51500,13,13.4,200
1,91,42,17,6,5,2011,5,54300,9,8.6,8P1
1,91,42,17,6,5,2011,5,55100,12,12.4,200
1,91,42,17,6,5,2011,5,55200,12,11.7,8P1
1,91,42,17,6,5,2011,50,60300,1,0.7,100
1,91,42,17,1,5,2011,5,62100,5,4.5,200
1,91,42,17,1,5,2011,5,62300,6,5.9,8P1
1,91,42,17,4,5,2011,5,71100,11,11.1,200
1,91,42,17,1,5,2011,5,72000,5,4.7,400
1,91,42,17,4,5,2011,5,72700,12,11.5,200
1,91,42,17,6,5,2011,5,72800,9,9.4,8P1
1,91,42,17,6,5,2011,5,73700,7,7,300
1,91,42,17,16,5,2011,5,73900,5,4.8,400
1,91,42,17,6,5,2011,50,81000,1,0.8,100
1,91,42,17,4,5,2011,5,82900,6,6.2,200
1,91,42,17,6,5,2011,5,83000,7,7.2,8P1
1,91,42,17,6,5,2011,5,83600,6,6,8P1
1,91,42,17,6,5,2011,5,83800,12,12.4,200
1,91,42,17,6,5,2011,50,90600,1,0.9,100
1,91,42,17,6,5,2011,50,90700,1,0.7,100
1,91,42,17,6,5,2011,50,90800,1,1.3,100
1,91,42,17,6,5,2011,50,91400,1,0.6,100
1,91,42,17,4,5,2011,5,92100,12,12.4,200
1,91,51,17,15,5,2011,50,1200,1,0.9,100
1,91,51,17,10,5,2011,5,1300,21,21.2,200
1,91,51,17,6,5,2011,5,2000,9,8.7,200
1,91,51,17,6,5,2011,20,2400,4,3.6,100
1,91,51,17,6,5,2011,5,2500,12,11.8,200
1,91,51,17,6,5,2011,5,2800,7,7.1,8P1
1,91,51,17,6,5,2011,5,3900,15,14.6,200
1,91,51,17,6,5,2011,5,4700,8,7.7,8P1
1,91,51,17,6,5,2011,5,5100,7,6.6,200
1,91,51,17,6,5,2011,50,11100,1,0.5,100
1,91,51,17,1,5,2011,50,11300,1,0.7,100
1,91,51,17,6,5,2011,5,12200,6,6.2,200
1,91,51,17,6,5,2011,5,12700,5,5,200
1,91,51,17,6,5,2011,5,13300,10,9.9,200
1,91,51,17,4,5,2011,5,15000,12,11.5,200
1,91,51,17,6,5,2011,50,20800,1,1.2,100
1,91,51,17,6,5,2011,50,20900,1,0.8,100
1,91,51,17,6,5,2011,50,21000,1,1.1,100
1,91,51,17,6,5,2011,50,21100,1,1,100
1,91,51,17,4,5,2011,5,21500,14,13.6,200
1,91,51,17,6,5,2011,50,21600,1,1.4,100
1,91,51,17,6,5,2011,5,23200,13,12.8,8P1
1,91,51,17,16,5,2011,5,23400,5,5,DS3
1,91,51,17,6,5,2011,5,23800,5,4.5,200
1,91,51,17,6,5,2011,5,23900,10,9.7,200
1,91,51,17,4,5,2011,5,24400,11,10.5,200
1,91,51,17,6,5,2011,5,24500,5,4.9,8P1
1,91,51,17,16,5,2011,5,24900,12,11.8,200
1,91,51,17,6,5,2011,5,25200,10,9.9,8P1
1,91,51,17,6,5,2011,50,30400,1,0.6,100
1,91,51,17,6,5,2011,50,31400,1,0.9,100
1,91,51,17,6,5,2011,50,31500,1,0.8,800
1,91,51,17,6,5,2011,20,32200,4,3.9,800
1,91,51,17,6,5,2011,5,33400,6,5.8,8P1
1,91,51,17,6,5,2011,5,34000,13,12.7,200
1,91,51,17,16,5,2011,5,34300,13,13.1,200
1,91,51,17,6,5,2011,5,34700,11,10.6,200
1,91,51,17,15,5,2011,5,35000,10,10,200
1,91,51,17,6,5,2011,50,40500,1,1,100
1,91,51,17,16,5,2011,5,41100,10,9.6,200
1,91,51,17,4,5,2011,5,41300,9,9.3,200
1,91,51,17,1,5,2011,50,41500,1,1,100
1,91,51,17,4,5,2011,5,42100,8,7.9,200
1,91,51,17,10,5,2011,5,43500,30,29.7,200
1,91,51,17,4,5,2011,5,43600,7,7.4,200
1,91,51,17,6,5,2011,5,44000,7,7.2,8P1
1,91,51,17,4,5,2011,5,44400,11,10.7,200
1,91,51,17,15,5,2011,5,45000,7,6.7,200
1,91,51,17,1,5,2011,50,50700,1,0.7,100
1,91,51,17,6,5,2011,50,50900,1,0.8,100
1,91,51,17,6,5,2011,5,51800,7,7.3,200
1,91,51,17,6,5,2011,5,51900,7,6.9,8P1
1,91,51,17,16,5,2011,5,52000,12,11.5,200
1,91,51,17,6,5,2011,5,52100,5,5,8P1
1,91,51,17,4,5,2011,5,52200,8,7.7,200
1,91,51,17,6,5,2011,5,52900,6,5.5,8P1
1,91,51,17,4,5,2011,5,55000,12,11.8,200
1,91,51,17,16,5,2011,5,61400,9,8.8,200
1,91,51,17,6,5,2011,5,62800,13,13.3,200
1,91,51,17,6,5,2011,5,63400,7,6.6,8P1
1,91,51,17,6,5,2011,5,64000,11,10.8,200
1,91,51,17,6,5,2011,5,64100,7,7.4,200
1,91,51,17,6,5,2011,5,64500,8,7.7,8P1
1,91,51,17,6,5,2011,5,64600,13,12.8,200
1,91,51,17,16,5,2011,5,65000,11,10.5,200
1,91,51,17,6,5,2011,5,70500,6,6.1,8P1
1,91,51,17,6,5,2011,5,71200,5,5,200
1,91,51,17,6,5,2011,20,71600,4,4.2,100
1,91,51,17,15,5,2011,5,71900,7,6.9,200
1,91,51,17,6,5,2011,5,72000,11,10.9,200
1,91,51,17,6,5,2011,5,73200,6,6.4,8P1
1,91,51,17,6,5,2011,5,73800,6,6.4,200
1,91,51,17,6,5,2011,5,74100,9,9.1,200
1,91,51,17,4,5,2011,5,75000,8,7.5,8P1
1,91,51,17,6,5,2011,5,80800,10,9.6,200
1,91,51,17,6,5,2011,20,81300,3,2.7,100
1,91,51,17,6,5,2011,5,81600,5,4.5,8P1
1,91,51,17,6,5,2011,5,82600,11,10.8,200
1,91,51,17,6,5,2011,5,83100,8,8,8P1
1,91,51,17,6,5,2011,5,83600,13,12.9,200
1,91,51,17,6,5,2011,5,83900,5,5.4,8P1
1,91,51,17,15,5,2011,5,84100,11,11.1,200
1,91,51,17,4,5,2011,5,84200,11,10.7,8P1
1,91,51,17,6,5,2011,5,84300,7,7,200
1,91,51,17,6,5,2011,5,84800,7,7.3,200
1,91,51,17,6,5,2011,5,85000,8,7.6,200
1,91,51,17,6,5,2011,5,85100,7,7.4,200
1,91,51,17,6,5,2011,5,85200,6,6,8P1
1,91,51,17,6,5,2011,5,85300,5,5.2,8P1
1,91,51,17,4,5,2011,5,91200,5,5.3,200
1,91,51,17,6,5,2011,50,91500,2,2,100
1,91,51,17,6,5,2011,5,91600,7,6.6,200
1,91,51,17,6,5,2011,5,92100,8,8.4,8P1
1,91,51,17,6,5,2011,5,92900,11,10.5,200
1,91,51,17,6,5,2011,5,93400,11,10.5,200
1,91,51,17,6,5,2011,5,93900,8,8.2,200
1,91,51,17,16,5,2011,5,94100,8,8.2,200
1,91,51,17,6,5,2011,5,94200,6,6.2,8P1
1,91,51,17,6,5,2011,5,94400,5,4.6,200
1,91,51,17,6,5,2011,5,94500,6,6.4,200
1,91,51,17,6,5,2011,5,95000,11,10.7,8P1
1,91,51,17,6,5,2011,5,95100,8,7.6,200
1,91,51,17,16,5,2011,5,95200,9,8.5,200
1,91,51,17,6,5,2011,5,95300,5,5.3,200
1,92,11,14,7,7,2000,5,1700,9,8.8,300
1,92,11,14,1,7,2000,20,1800,3,2.5,100
1,92,11,14,1,7,2000,5,3200,6,5.5,200
1,92,11,14,1,7,2000,5,3500,5,4.6,200
1,92,11,14,1,7,2000,5,4200,5,4.9,200
1,92,11,14,7,7,2000,5,11800,5,5.1,200
1,92,11,14,15,7,2000,5,12800,6,6,200
1,92,11,14,6,7,2000,5,13500,6,5.7,200
1,92,11,14,1,7,2000,5,14000,5,5,200
1,92,11,14,7,7,2000,5,14100,5,4.5,300
1,92,11,14,6,7,2000,5,14200,8,8,200
1,92,11,14,7,7,2000,5,14300,7,7.2,200
1,92,11,14,6,7,2000,5,14500,5,5.4,200
1,92,11,14,1,7,2000,5,21900,6,6.4,200
1,92,11,14,1,7,2000,5,22000,5,5,200
1,92,11,14,1,7,2000,20,22400,4,3.8,100
1,92,11,14,7,7,2000,5,23100,5,4.8,300
1,92,11,14,7,7,2000,5,23300,7,7.4,200
1,92,11,14,6,7,2000,5,24700,5,5.4,200
1,92,11,14,16,7,2000,5,24800,5,4.8,200
1,92,11,14,15,7,2000,50,31200,1,1,100
1,92,11,14,15,7,2000,50,31300,1,0.7,100
1,92,11,14,15,7,2000,50,31400,1,0.8,100
1,92,11,14,15,7,2000,50,31500,1,0.6,100
1,92,11,14,1,7,2000,20,31600,4,3.8,100
1,92,11,14,15,7,2000,20,31800,3,3.1,100
1,92,11,14,15,7,2000,5,31900,6,6.1,200
1,92,11,14,1,7,2000,5,32000,6,5.8,200
1,92,11,14,1,7,2000,20,32100,3,3,100
1,92,11,14,7,7,2000,5,33800,8,7.5,200
1,92,11,14,7,7,2000,5,34000,8,7.5,200
1,92,11,14,6,7,2000,5,34900,8,7.8,200
1,92,11,14,4,7,2000,5,35200,11,11.4,200
1,92,11,14,10,7,2000,5,43600,5,4.8,200
1,92,11,14,4,7,2000,5,43900,7,7,200
1,92,11,14,1,7,2000,5,45000,6,6.3,200
1,92,11,14,15,7,2000,20,50400,3,3.4,100
1,92,11,14,15,7,2000,50,50500,1,1,100
1,92,11,14,15,7,2000,50,50600,1,0.9,100
1,92,11,14,15,7,2000,50,50700,1,0.6,100
1,92,11,14,15,7,2000,50,50800,1,0.5,100
1,92,11,14,15,7,2000,50,50900,1,0.6,100
1,92,11,14,15,7,2000,50,51000,1,0.6,100
1,92,11,14,1,7,2000,50,51300,1,1.1,100
1,92,11,14,1,7,2000,20,51500,3,2.7,100
1,92,11,14,15,7,2000,20,52100,3,3,100
1,92,11,14,4,7,2000,5,54200,5,5.1,200
1,92,11,14,15,7,2000,50,60500,2,2.3,100
1,92,11,14,4,7,2000,50,60600,1,0.7,100
1,92,11,14,1,7,2000,50,60700,1,1,100
1,92,11,14,1,7,2000,50,60800,1,0.7,100
1,92,11,14,1,7,2000,50,61200,1,1,100
1,92,11,14,1,7,2000,50,61300,1,0.5,100
1,92,11,14,1,7,2000,50,61400,1,0.8,100
1,92,11,14,15,7,2000,20,61500,4,3.8,100
1,92,11,14,15,7,2000,50,61600,1,0.6,100
1,92,11,14,1,7,2000,50,61700,1,1.3,100
1,92,11,14,15,7,2000,50,61800,1,1.2,100
1,92,11,14,1,7,2000,50,61900,1,1.2,100
1,92,11,14,1,7,2000,20,62000,4,3.9,100
1,92,11,14,15,7,2000,20,62100,3,2.7,100
1,92,11,14,15,7,2000,20,62200,4,4.4,100
1,92,11,14,15,7,2000,20,62300,3,2.8,100
1,92,11,14,15,7,2000,20,62400,3,2.7,100
1,92,11,14,1,7,2000,20,62500,3,3,100
1,92,11,14,1,7,2000,20,62600,4,4.1,100
1,92,11,14,17,7,2000,5,62900,5,5,300
1,92,11,14,7,7,2000,5,64000,7,6.5,200
1,92,11,14,6,7,2000,5,64100,7,7.3,200
1,92,11,14,7,7,2000,5,64300,5,5,300
1,92,11,14,7,7,2000,5,64500,5,5.3,300
1,92,11,14,1,7,2000,5,65100,5,4.8,200
1,92,11,14,4,7,2000,5,73700,10,9.7,200
1,92,11,14,5,7,2000,50,81400,1,1.1,100
1,92,11,14,7,7,2000,5,83100,6,6.3,200
1,92,11,14,6,7,2000,5,84500,9,9.4,200
1,92,11,14,1,7,2000,50,91200,1,0.7,100
1,92,11,14,4,7,2000,5,92600,10,9.5,200
1,92,11,14,6,7,2000,5,94600,10,9.8,200
1,92,11,14,7,7,2000,5,94700,5,4.8,200
1,92,11,14,4,7,2000,5,94800,6,6.3,200
1,92,11,14,15,7,2000,5,95100,5,4.6,200
1,92,21,14,15,7,2000,5,600,5,5.1,200
1,92,21,14,1,7,2000,20,1500,4,3.9,100
1,92,21,14,1,7,2000,20,1900,3,3.4,100
1,92,21,14,4,7,2000,5,10200,12,11.7,200
1,92,21,14,1,7,2000,50,10300,1,0.6,100
1,92,21,14,1,7,2000,50,10500,1,0.9,100
1,92,21,14,1,7,2000,50,10600,1,1.2,100
1,92,21,14,1,7,2000,50,10700,2,1.7,100
1,92,21,14,4,7,2000,50,11100,1,1,100
1,92,21,14,1,7,2000,50,11300,1,0.7,100
1,92,21,14,1,7,2000,50,11400,1,0.9,100
1,92,21,14,1,7,2000,50,11500,2,2.1,100
1,92,21,14,1,7,2000,20,12300,3,2.7,100
1,92,21,14,1,7,2000,5,12400,5,4.5,200
1,92,21,14,1,7,2000,20,20600,4,3.7,100
1,92,21,14,1,7,2000,20,21200,3,3,100
1,92,21,14,4,7,2000,50,21500,1,1,100
1,92,21,14,1,7,2000,50,21600,2,2.3,100
1,92,21,14,4,7,2000,5,23200,11,10.7,200
1,92,21,14,6,7,2000,5,23500,7,7.2,200
1,92,21,14,1,7,2000,20,30701,4,4.2,100
1,92,21,14,1,7,2000,50,31100,1,1.4,100
1,92,21,14,1,7,2000,5,31500,5,5.3,200
1,92,21,14,15,7,2000,50,31600,1,0.6,100
1,92,21,14,16,7,2000,5,31800,6,6.1,200
1,92,21,14,4,7,2000,5,33300,8,7.5,200
1,92,21,14,1,7,2000,50,40900,2,2.3,100
1,92,21,14,15,7,2000,50,41300,1,0.5,100
1,92,21,14,15,7,2000,50,41400,1,0.5,100
1,92,21,14,15,7,2000,50,41600,1,0.5,100
1,92,21,14,1,7,2000,5,43000,6,5.7,200
1,92,21,14,1,7,2000,20,50200,3,3,100
1,92,21,14,1,7,2000,20,51901,3,3,100
1,92,21,14,1,7,2000,20,52200,3,2.8,100
1,92,21,14,15,7,2000,20,52300,4,4.2,100
1,92,21,14,1,7,2000,5,53200,5,4.6,200
1,92,21,14,1,7,2000,5,61200,5,5,200
1,92,21,14,4,7,2000,5,63500,8,8,200
1,92,21,14,4,7,2000,5,63700,5,5,200
1,92,21,14,4,7,2000,5,63800,5,4.7,200
1,92,21,14,15,7,2000,5,64600,5,4.7,200
1,92,21,14,1,7,2000,50,70700,1,0.9,100
1,92,21,14,1,7,2000,50,70901,2,1.5,100
1,92,21,14,1,7,2000,50,71000,1,0.5,100
1,92,21,14,1,7,2000,20,71100,3,2.8,100
1,92,21,14,1,7,2000,20,71200,3,2.7,100
1,92,21,14,1,7,2000,50,71300,1,1.3,100
1,92,21,14,1,7,2000,20,71500,3,3,100
1,92,21,14,1,7,2000,50,71600,1,1,100
1,92,21,14,1,7,2000,20,72600,3,2.8,100
1,92,21,14,10,7,2000,5,74400,6,5.7,200
1,92,21,14,1,7,2000,50,80700,1,1.1,100
1,92,21,14,1,7,2000,50,81000,1,0.7,100
1,92,21,14,6,7,2000,50,81300,1,0.8,100
1,92,21,14,6,7,2000,50,81400,1,0.8,100
1,92,21,14,1,7,2000,20,81500,3,2.5,100
1,92,21,14,6,7,2000,50,81600,1,0.7,100
1,92,21,14,6,7,2000,50,81700,2,1.5,100
1,92,21,14,10,7,2000,5,82200,5,5.3,200
1,92,21,14,4,7,2000,20,82500,4,4,100
1,92,21,14,6,7,2000,20,82501,4,4,100
1,92,21,14,1,7,2000,20,90100,4,4.3,100
1,92,21,14,1,7,2000,50,91000,1,1.4,100
1,92,21,14,6,7,2000,50,91300,2,1.7,100
1,92,21,14,6,7,2000,20,91600,3,2.9,100
1,92,21,14,6,7,2000,50,91700,1,1,100
1,92,21,14,15,7,2000,5,91800,8,8.2,300
1,92,21,14,1,7,2000,20,92000,4,4.2,100
1,92,21,14,1,7,2000,20,92500,4,4.3,100
1,92,21,14,1,7,2000,5,92800,5,5.3,200
1,92,21,14,6,7,2000,5,93000,9,9.2,200
1,92,21,14,1,7,2000,5,95100,6,6.1,200
1,92,22,14,15,7,2000,20,900,3,2.9,100
1,92,22,14,15,7,2000,50,1300,1,1,100
1,92,22,14,6,7,2000,20,1400,4,3.6,100
1,92,22,14,4,7,2000,5,1500,11,11.1,200
1,92,22,14,1,7,2000,50,1600,2,1.9,100
1,92,22,14,1,7,2000,5,2100,5,4.9,300
1,92,22,14,1,7,2000,20,2500,4,3.5,100
1,92,22,14,6,7,2000,5,3100,6,6.1,200
1,92,22,14,7,7,2000,5,3200,10,10.3,300
1,92,22,14,1,7,2000,50,11000,1,0.9,100
1,92,22,14,1,7,2000,50,11200,2,1.9,100
1,92,22,14,1,7,2000,50,11300,2,1.9,100
1,92,22,14,1,7,2000,20,11400,3,2.6,100
1,92,22,14,1,7,2000,50,11500,2,1.5,100
1,92,22,14,6,7,2000,5,14600,6,5.7,200
1,92,22,14,1,7,2000,50,21200,1,1.3,100
1,92,22,14,1,7,2000,20,21500,3,2.8,100
1,92,22,14,15,7,2000,5,21900,6,5.5,200
1,92,22,14,1,7,2000,20,22200,3,2.7,100
1,92,22,14,15,7,2000,5,23100,6,5.6,200
1,92,22,14,17,7,2000,5,23800,5,4.5,200
1,92,22,14,17,7,2000,5,24200,13,13,300
1,92,22,14,6,7,2000,5,25100,8,8.3,200
1,92,22,14,1,7,2000,50,30700,1,1,100
1,92,22,14,4,7,2000,5,32200,9,9.1,200
1,92,22,14,6,7,2000,20,40500,3,2.7,100
1,92,22,14,6,7,2000,5,40600,8,7.7,200
1,92,22,14,15,7,2000,5,42900,6,6.2,200
1,92,22,14,17,7,2000,5,44600,6,5.7,300
1,92,22,14,6,7,2000,5,50800,5,4.8,300
1,92,22,14,15,7,2000,20,51500,3,3.2,100
1,92,22,14,15,7,2000,20,51600,3,2.7,100
1,92,22,14,15,7,2000,20,51700,3,2.8,100
1,92,22,14,15,7,2000,20,51800,3,3,100
1,92,22,14,6,7,2000,5,60400,6,6,200
1,92,22,14,16,7,2000,5,62900,9,8.5,200
1,92,22,14,7,7,2000,5,63000,7,6.8,200
1,92,22,14,6,7,2000,5,64600,8,7.9,200
1,92,22,14,6,7,2000,5,64900,10,9.8,200
1,92,22,14,4,7,2000,5,72100,10,9.7,200
1,92,22,14,6,7,2000,5,73000,9,9.2,200
1,92,22,14,6,7,2000,5,80500,10,9.9,200
1,92,22,14,4,7,2000,5,83100,7,6.8,200
1,92,22,14,4,7,2000,5,91800,10,10.2,200
1,92,31,14,6,7,2000,20,1800,3,3.2,100
1,92,31,14,6,7,2000,20,1900,4,4.4,100
1,92,31,14,6,7,2000,5,2100,8,8.3,200
1,92,31,14,6,7,2000,5,2900,10,10.4,200
1,92,31,14,16,7,2000,5,3900,8,8.1,200
1,92,31,14,6,7,2000,5,4500,6,6.4,200
1,92,31,14,10,7,2000,50,11300,2,1.7,100
1,92,31,14,6,7,2000,50,11400,1,1.3,100
1,92,31,14,1,7,2000,50,11500,1,0.6,100
1,92,31,14,1,7,2000,50,11600,1,0.6,100
1,92,31,14,16,7,2000,5,14100,8,7.6,200
1,92,31,14,6,7,2000,50,21300,2,2.1,100
1,92,31,14,1,7,2000,5,23200,5,5.1,200
1,92,31,14,1,7,2000,5,24100,5,5,200
1,92,31,14,6,7,2000,20,31400,4,4.1,100
1,92,31,14,4,7,2000,5,42100,6,5.6,200
1,92,31,14,4,7,2000,5,43000,6,6.4,200
1,92,31,14,1,7,2000,5,53400,6,5.6,200
1,92,31,14,1,7,2000,5,54400,5,5,200
1,92,31,14,1,7,2000,5,54700,6,6.1,200
1,92,31,14,1,7,2000,5,55100,5,5.1,200
1,92,31,14,1,7,2000,5,55200,5,5,200
1,92,31,14,6,7,2000,5,61400,10,10,200
1,92,31,14,6,7,2000,5,62000,8,8.4,200
1,92,31,14,6,7,2000,5,62500,9,9.1,200
1,92,31,14,6,7,2000,5,62900,8,7.8,200
1,92,31,14,6,7,2000,5,63400,8,7.5,200
1,92,31,14,1,7,2000,50,71400,1,0.7,100
1,92,31,14,4,7,2000,5,72000,11,11.2,200
1,92,31,14,15,7,2000,20,72300,3,3.3,100
1,92,31,14,6,7,2000,5,74900,8,8.3,200
1,92,31,14,6,7,2000,5,83300,7,7.4,200
1,92,31,14,1,7,2000,50,90800,1,1,100
1,92,31,14,4,7,2000,5,91600,10,9.7,200
1,92,31,14,6,7,2000,5,91800,7,6.8,200
1,92,32,14,6,7,2000,50,1601,1,0.7,100
1,92,32,14,6,7,2000,5,2600,8,7.5,200
1,92,32,14,16,7,2000,5,2800,7,6.8,200
1,92,32,14,6,7,2000,5,3200,9,9.4,200
1,92,32,14,6,7,2000,5,3600,9,9.4,200
1,92,32,14,16,7,2000,5,4000,5,5.4,200
1,92,32,14,4,7,2000,5,4100,12,11.5,200
1,92,32,14,6,7,2000,5,12800,8,8,200
1,92,32,14,6,7,2000,5,12900,5,5.2,200
1,92,32,14,6,7,2000,5,13100,7,7.4,200
1,92,32,14,16,7,2000,5,13800,8,7.7,200
1,92,32,14,16,7,2000,5,14000,8,7.8,200
1,92,32,14,15,7,2000,50,20700,1,0.6,100
1,92,32,14,15,7,2000,50,20800,1,0.6,100
1,92,32,14,6,7,2000,5,22600,9,9.1,200
1,92,32,14,4,7,2000,5,22900,8,8.2,200
1,92,32,14,15,7,2000,50,30800,1,0.6,100
1,92,32,14,6,7,2000,5,31600,5,4.5,200
1,92,32,14,6,7,2000,5,31900,7,6.9,200
1,92,32,14,16,7,2000,5,33400,5,5,200
1,92,32,14,4,7,2000,5,34000,9,9.4,200
1,92,32,14,4,7,2000,5,34300,6,5.6,200
1,92,32,14,6,7,2000,5,34400,9,8.9,200
1,92,32,14,6,7,2000,5,41200,10,10,200
1,92,32,14,6,7,2000,5,42100,7,7.4,200
1,92,32,14,16,7,2000,5,42500,8,8.4,200
1,92,32,14,6,7,2000,5,43900,9,9,200
1,92,32,14,6,7,2000,5,44400,9,8.8,200
1,92,32,14,4,7,2000,5,52000,10,9.8,200
1,92,32,14,6,7,2000,5,52700,8,8.1,200
1,92,32,14,6,7,2000,5,52900,9,8.7,200
1,92,32,14,6,7,2000,5,53700,8,7.8,200
1,92,32,14,6,7,2000,5,53800,8,7.9,200
1,92,32,14,6,7,2000,5,54000,7,6.8,200
1,92,32,14,16,7,2000,5,54900,7,7.4,200
1,92,32,14,6,7,2000,5,55000,6,5.9,200
1,92,32,14,6,7,2000,5,60700,9,9.1,200
1,92,32,14,6,7,2000,5,62200,9,9.2,200
1,92,32,14,16,7,2000,5,62300,8,7.8,200
1,92,32,14,99,7,2000,5,62500,8,8.3,200
1,92,32,14,6,7,2000,5,62900,10,9.9,200
1,92,32,14,6,7,2000,5,63000,7,7,200
1,92,32,14,16,7,2000,5,63100,6,5.6,200
1,92,32,14,4,7,2000,5,63200,8,8.1,200
1,92,32,14,16,7,2000,5,63300,9,8.7,200
1,92,32,14,6,7,2000,5,63400,6,6,200
1,92,32,14,4,7,2000,50,70800,1,0.8,100
1,92,32,14,6,7,2000,5,72600,5,5.1,200
1,92,32,14,16,7,2000,5,72800,8,8.3,200
1,92,32,14,4,7,2000,5,92700,11,10.9,200
1,92,51,14,6,7,2000,50,800,1,0.6,100
1,92,51,14,4,7,2000,20,2300,4,4.1,100
1,92,51,14,1,7,2000,5,2500,5,5.2,200
1,92,51,14,6,7,2000,5,4100,7,6.8,200
1,92,51,14,4,7,2000,50,10500,2,2.1,100
1,92,51,14,1,7,2000,50,11100,2,1.5,100
1,92,51,14,15,7,2000,5,14200,5,5,200
1,92,51,14,1,7,2000,50,20500,1,1.3,100
1,92,51,14,1,7,2000,20,21200,4,4.2,100
1,92,51,14,1,7,2000,50,21300,1,1.3,100
1,92,51,14,4,7,2000,20,21400,4,4.4,100
1,92,51,14,6,7,2000,50,21500,2,1.6,100
1,92,51,14,6,7,2000,50,21600,1,1,100
1,92,51,14,4,7,2000,5,22000,6,6.3,200
1,92,51,14,15,7,2000,20,22300,3,2.9,100
1,92,51,14,15,7,2000,20,22400,4,4,100
1,92,51,14,4,7,2000,5,23700,8,7.8,200
1,92,51,14,4,7,2000,5,24600,9,9.1,200
1,92,51,14,1,7,2000,50,30600,2,2.2,100
1,92,51,14,1,7,2000,20,30700,3,2.5,100
1,92,51,14,1,7,2000,50,30800,2,1.8,100
1,92,51,14,1,7,2000,50,31001,1,1,100
1,92,51,14,1,7,2000,20,31100,3,2.6,100
1,92,51,14,1,7,2000,50,31200,1,1.1,100
1,92,51,14,15,7,2000,5,31500,5,4.9,200
1,92,51,14,6,7,2000,5,33900,10,9.8,200
1,92,51,14,4,7,2000,5,34400,5,5.3,200
1,92,51,14,6,7,2000,5,34500,9,8.5,200
1,92,51,14,4,7,2000,5,34700,10,9.6,200
1,92,51,14,15,7,2000,5,41400,5,4.9,200
1,92,51,14,15,7,2000,50,41500,2,1.8,100
1,92,51,14,1,7,2000,5,41700,5,4.6,200
1,92,51,14,15,7,2000,20,41800,4,4.4,100
1,92,51,14,6,7,2000,5,43900,6,5.5,200
1,92,51,14,6,7,2000,5,44800,5,4.9,200
1,92,51,14,1,7,2000,50,50500,1,0.9,100
1,92,51,14,1,7,2000,50,50700,1,1.4,100
1,92,51,14,6,7,2000,50,50800,1,0.5,100
1,92,51,14,1,7,2000,50,50901,2,1.8,100
1,92,51,14,1,7,2000,50,51000,2,2.2,100
1,92,51,14,1,7,2000,20,51100,3,3.4,100
1,92,51,14,1,7,2000,50,51200,1,0.6,100
1,92,51,14,4,7,2000,20,51500,3,3,100
